applied_stress,random_stress,random_stress_std,random_velocity,random_velocity_std,random_cross-slip_mean,random_cross-slip_std,20K_stress,20K_stress_std,20K_velocity,20K_velocity_std,20K_cross-slip_mean,20K_cross-slip_std,1M_stress,1M_stress_std,1M_velocity,1M_velocity_std,1M_cross-slip_mean,1M_cross-slip_std
1000.0,873.9194264409103,0.5191465843825087,0.02427119548079464,0.009903951728345833,0.03371183857638869,0.01004576005299334,874.4422502743801,0.421664613141982,0.01082233239831365,0.007307832049783107,0.02156231343497268,0.02003488324592191,873.3030985856301,0.6360201914655441,0.01184572984112255,0.008912363279038332,0.01810192077401496,0.01182234458679461
1200.0,1048.545329274136,0.4641554582987913,0.01085607386947239,0.006103507857721058,0.007534617460194681,0.0081402129281987,1048.880552997184,0.5555402367586898,0.01256878130247221,0.008518781483235222,0.01742783023910022,0.01263807223999804,1048.321782624226,0.2609137667705415,0.009259615265180246,0.004038038556840505,0.01768052814953478,0.01072645856139284
1400.0,1222.09859608656,0.8630326468379099,0.09813752922067792,0.08516967108296726,0.9356310130182266,0.9129925720012698,1223.149834013301,0.5795708511075449,0.01405906816413189,0.009891904681517764,0.02526510373893984,0.02021118010274568,1222.686044190615,0.1143034764686065,0.01499129423643225,0.008407144842083002,0.01095347739878321,0.006690115686480282
1600.0,1396.505892578397,1.065719314734007,0.180961902945417,0.1652195578363313,2.522121790645438,2.11964786195853,1397.572927990503,0.4244300738116834,0.01076001204177669,0.006171534187077027,0.03951961493206113,0.03126054624422606,1397.163060012642,0.2447734853545772,0.01036750618337602,0.008818672319047462,0.01877937456484062,0.01771240228812792
1800.0,1569.702854780717,1.102984135808322,0.3753037029583302,0.1807054538505477,1.36072954586901,0.9809807836779278,1572.566100422777,0.6197165731013189,0.02818809939277813,0.01677702922269102,0.05620457133913419,0.04488037836365445,1571.454377646107,0.2656118576409074,0.01301859982465991,0.01833973550071781,0.4858447253612154,0.9106511078506827
2000.0,1744.347724337491,2.946922385076189,0.7045390976700192,0.3185917934557785,7.492354975313688,3.993286307296687,1747.220868715792,0.7561035267449854,0.03233725688650495,0.03737412639656373,0.0336920879139825,0.0298673041298741,1746.499149827203,0.6500457882199162,0.06811512076954632,0.02895004047267472,0.03877901215348913,0.02369959276060828
2200.0,1918.35280820346,0.9681595799701443,0.9440206424010226,0.7076681265359724,6.716881956839247,5.033600900532734,1920.41106731793,1.141792294440155,0.3840539084173141,0.2265539663599063,1.814060982243098,2.593274534496254,1919.884423329055,1.458369898632153,0.2738561959163416,0.28978833493253,0.02572095802543686,0.01715362064578945
2400.0,2094.652153762952,3.090803098354062,1.653877907245698,0.4660424062909173,9.32561656760455,4.120155841426294,2096.302206460426,1.602140429131549,0.6530920152801531,0.5702711762173793,2.946315491064341,1.930650311224125,2094.286919275431,0.6193345890419162,0.3746822845383883,0.3658611056251919,1.542017473599108,1.643695385444217
2500.0,2179.349090879648,1.309828501297866,2.334222300634387,0.1753906747383237,10.7401224910595,2.521684828232583,2180.747175072135,2.556733532653603,1.03317480557616,0.5471096997603873,5.250086282349518,4.130268481708415,2182.024460564983,1.425298465741337,0.6956141382426073,0.3732899499392596,2.435099043682227,2.199694041403787
2600.0,2268.141642976768,1.019250371106422,2.347138257639598,0.3213518146589688,15.37655464522797,4.675251846679003,2268.854361848613,2.23708878186916,1.585808504324575,0.1885227485399298,6.919094728457237,1.432198167813696,2267.198871521053,1.879525975437068,1.015086887381571,0.1367482142706551,4.131480820082795,1.595807390670949
2800.0,2441.031418082367,4.068739379425969,2.932429292940162,0.5232706551432073,15.6323606854753,5.018775079024999,2440.48613124621,1.028407309213917,2.166034334949217,0.4705780392472654,9.37920474970111,3.58455965597661,2442.667588548647,2.582027776757323,1.589326534924802,0.3714909187594066,3.64766987505036,1.641963532787933
3000.0,2612.782190731407,3.012514451036088,3.530242981964946,0.2499186305542621,17.03489014948099,4.101445865158216,2615.776481251706,1.025394119960751,2.947124710401199,0.09457759434037394,17.02304696124971,3.251642072226085,2615.188263423721,3.322132624790762,2.685146322974027,0.2151225948236572,9.622700231010786,4.490608113247639
