applied_stress,random_stress,random_stress_std,random_velocity,random_velocity_std,random_cross-slip_mean,random_cross-slip_std,20K_stress,20K_stress_std,20K_velocity,20K_velocity_std,20K_cross-slip_mean,20K_cross-slip_std,1M_stress,1M_stress_std,1M_velocity,1M_velocity_std,1M_cross-slip_mean,1M_cross-slip_std
1000.0,873.6731856785494,0.4258441852336908,0.01452515238184936,0.01107963832218863,0.01561666244460582,0.0145773913519611,874.0279938298754,0.2380841387044568,0.006647550632855664,0.004294785046382478,0.009855503800235966,0.004576746161994456,874.198949014025,0.5091808787164942,0.01914523084770961,0.00684487601262914,0.01241645215022231,0.01280174322705231
1200.0,1047.861438683098,0.4242631339580188,0.0085299465514684,0.008640000215567621,0.01058991877903566,0.006087415142672377,1048.530415502243,0.3536398533660152,0.01021035002089423,0.00618005882910281,0.008214929740833554,0.006096115095730307,1048.345829636847,0.5236865575152131,0.02229665192172451,0.02410376624495592,0.01848141574676561,0.01712394972778699
1400.0,1222.5433007647,0.5727380889195808,0.01504666542566825,0.01627092339134598,0.3857031793883096,0.7526611328819985,1223.046696732726,0.2888206975051651,0.009592896499623893,0.01022008928320036,0.01535537497854875,0.01369256150609336,1222.76932172488,0.4547949675319989,0.02341334570651512,0.01399168512501205,0.03517299879530071,0.01299949949286758
1600.0,1397.389448650423,0.5542386455258258,0.01050975410434028,0.006606974665217951,0.03451466714573996,0.03756238516010656,1397.369422599584,0.1229536093763856,0.01267957333649803,0.005844846794100353,0.01302532365003515,0.01079624922859345,1397.278632087061,0.7938728778280082,0.04007958530293458,0.03221876468993676,0.01278484457272384,0.003812157923179188
1800.0,1571.424679145992,0.4826102747619216,0.01901632831511392,0.0158664101561369,0.00486756311657075,0.00468583650109811,1571.86706756369,0.397042382835384,0.0206781614308687,0.02223740112036181,0.009430723743108159,0.005153200677309211,1571.898381786079,0.3943740378587093,0.04192362196727393,0.04627282684818938,0.455850976102451,0.8924725361907379
2000.0,1745.485387873798,0.4044173167980776,0.215451359989241,0.1734497367476329,1.507437488688093,2.959639314005008,1746.683498421496,0.7696220309736015,0.02286709517374844,0.03845462669550215,0.01750331783272543,0.009614837228687686,1746.219836684479,0.731206793068424,0.02248555324533046,0.01819282926055499,0.3665505285534637,0.6982360998448224
2200.0,1919.868302362191,0.576131063089234,0.4449320209227715,0.4346268824223299,1.729667645879833,1.405279583420994,1920.75970223333,1.173964451313851,0.1073226427437597,0.05330548327112782,0.03877325519533201,0.03264953834517297,1921.09411546518,0.6685699997814379,0.0281835037343716,0.02422978071069743,0.02262868472346895,0.01339388706063605
2400.0,2095.038465802866,2.861285195746353,0.8711332119413461,0.5406602749760482,2.212770510313328,1.707285515300913,2094.92402833838,1.912755617772288,0.1633105465631715,0.2116484898123311,0.0399777180247213,0.02413428705689235,2094.908326183946,0.7333396181870254,0.06337224723969956,0.08052553685083196,0.01545495751761052,0.006419105166134104
2500.0,2183.801951399283,2.765155342078085,0.7555308768249367,0.1716819940315938,3.468885599751731,2.394102923124173,2181.554832612186,0.6180126837497826,0.2011602355117161,0.2961690493076663,0.05290316812110803,0.03835448867718555,2181.653546327079,0.5182222517917012,0.2314010918513145,0.2316006220454771,0.06174709894457918,0.03831971739691003
2600.0,2270.031255670886,3.182256213052803,1.16684852004178,0.2914732041315119,6.204576185696112,2.550599710932492,2268.774278856357,1.185540605838852,0.3971019023800239,0.3854672837978652,0.4919655089067277,0.9088351758352502,2268.661145489977,1.009004557586278,0.6356348020250063,0.2507232024230857,0.4926339196925086,0.9032374907463986
2800.0,2444.831333338298,3.650929421898081,1.947207142342393,0.9450946871373651,8.704632378911175,4.608717580674989,2441.835543953669,3.732100929888186,1.111920821476899,0.2988015608026643,3.673632735603128,1.963258189422029,2445.257471416765,3.435715229828693,0.7959699272982221,0.213252637404328,3.474908762205044,2.560875831149984
3000.0,2617.004704906959,1.64412879329836,2.669195663458034,0.3552978708556402,16.12411223892399,4.060846413513916,2615.542457140259,1.883952576989062,1.956065988442804,0.3815670828662906,3.489544410025668,3.103883646382598,2617.36429080925,3.832279119624915,1.61431545364218,0.4804601179766848,4.289099169974915,2.18638103786488
