random_stress,random_stress_std,random_velocity,order_stress,order_stress_std,order_velocity
349.9619666042956,14.775662751132776,0.1056560982552194,350.2407443572383,17.08443767703238,0.1274264078999014
523.9958247853558,14.04020182289332,0.09215188096336387,525.3471839735306,19.757700852524355,0.1170285989061798
698.0397054306037,17.533909082908863,0.4401400986777939,697.9390326417841,19.62624426721258,0.2614361706227922
873.3471660227458,21.542766869683813,0.01315057772018083,872.1226119141552,14.92630062997567,0.2199328976955935
1046.6910531812146,18.738384002798895,0.6733205913250047,1045.6071199376863,7.580014304498346,0.6629656428579775
1222.8861415584447,8.748620933883124,0.4447487498760865,1219.039047667713,20.299429027791344,1.426758580939615
1395.1801060249556,18.7974466690733,1.63048137564757,1394.0392860999834,15.789540308125437,1.140297759028639
1570.2956683848508,31.77691624422644,1.969775001081236,1569.0949914269404,21.46347674596424,1.93066512099824
1743.7510456814173,36.07710423500487,1.961032716644981,1741.176500703585,25.77376190806696,2.234789297698951
2181.012890432326,49.378084323963655,3.278822077606019,2178.9619568240123,21.833830846002506,3.847281313791284
2613.8077752585505,27.436364263236076,4.240194687314133,2614.165001202461,24.436392719748614,5.233592823825335
