random_stress,random_stress_std,random_velocity,order_stress,order_stress_std,order_velocity
348.51938242611186,14.631452086722565,0.008214906400576599,350.31547556084735,17.353515475758606,0.05570701219868959
523.4941069536887,14.556575533483933,0.008358243722275047,525.187184162768,20.310038557436076,0.008538971762805096
699.3260786613209,18.284295742801415,0.494849813851217,698.1551630754473,27.698813956039444,0.16076826522293
871.697259654876,17.212249139171448,0.6988689737593539,872.5711647616328,15.572176997094989,0.3655646757645881
1044.3158255599567,30.73886990350119,1.108124180396043,1045.5487964193264,28.28331297801714,0.4516092428850473
1221.2880877773002,24.890463940429107,1.452220676165023,1217.9667144281725,25.88684295891003,1.123339048491654
1395.7809828674883,26.44641335721549,2.138117603132833,1394.1231670051961,14.609724024525223,1.745671530156946
1565.7554559434743,19.412069835277542,2.246519845517163,1568.1275431273461,17.70278236703333,2.065311029327579
1741.607930000153,19.61694920227699,2.799081878909175,1743.2093600946712,15.248341439921257,2.424138436957151
2176.3614338982798,33.69143850218484,3.623152655752556,2178.6991138034914,27.33711792189399,3.84961076036045
2609.405390942946,20.619352782877,5.973911744387639,2616.701226499116,20.637573503035146,4.605593082911883
